ICD-O Code	Level	Term Type	Term Type Desc	ICD-O string	NCIm CUI	NCIt Code (if present)	NCIt PT string (Preferred term)
9741/3	4	PT	Preferred term	Malignant mastocytosis	C1541840	C8991	Malignant Mastocytosis
9741/3	Related	RT	Related term	Aggressive systemic mastocytosis	C1112486	C9285	Aggressive Systemic Mastocytosis
9741/3	Related	RT	Related term	Systemic mastocytosis with AHNMD	C1301365	C9284	Systemic Mastocytosis with an Associated Hematological Neoplasm (SM-AHN)
9741/3	Related	RT	Related term	Systemic mastocytosis with associated hematological clonal non-mast cell disorder	C1301365	C9284	Systemic Mastocytosis with an Associated Hematological Neoplasm (SM-AHN)
9741/3	Synonym	SY	Synonym	Systemic tissue mast cell disease	C0221013	C9235	Systemic Mastocytosis
9742/3	4	PT	Preferred term	Mast cell leukemia	C0023461	C3169	Mast Cell Leukemia
975	2	HT	Hierarchical term	Neoplasms of histiocytes and accessory lymphoid cells	CL497891		
9750/3	4	PT	Preferred term	Malignant histiocytosis	C0019623	C7202	Malignant Histiocytosis
9750/3	Related	ORT	Obsolete related term	Histiocytic medullary reticulosis	C1801959	C61240	Omenn Syndrome
9751/3	4	PT	Preferred term	Langerhans cell histiocytosis, NOS	C0019621	C3107	Langerhans Cell Histiocytosis
9751/3	Related	ORT	Obsolete related term	Acute progressive histiocytosis X	CL480899		
9751/3	Related	ORT	Obsolete related term	Hand-Schuller-Christian disease	C0268205	C6920	Hand-Schuller-Christian Disease
9751/3	Related	ORT	Obsolete related term	Histiocytosis X, NOS	C0019621	C3107	Langerhans Cell Histiocytosis
9751/3	Related	ORT	Obsolete related term	Langerhans cell histiocytosis, disseminated	CL480899		
9751/3	Related	ORT	Obsolete related term	Langerhans cell histiocytosis, generalized	CL480899		
9751/3	Related	ORT	Obsolete related term	Langerhans cell histiocytosis, mono-ostotic	C0014461	C3016	Eosinophilic Granuloma
9751/3	Related	ORT	Obsolete related term	Langerhans cell histiocytosis, multifocal	C0019621	C3107	Langerhans Cell Histiocytosis
9751/3	Related	ORT	Obsolete related term	Langerhans cell histiocytosis, poly-ostotic	C0019621	C3107	Langerhans Cell Histiocytosis
9751/3	Related	ORT	Obsolete related term	Langerhans cell histiocytosis, unifocal	C0014461	C3016	Eosinophilic Granuloma
9751/3	Related	ORT	Obsolete related term	Letterer-Siwe disease	C0023381	C3160	Letterer-Siwe Disease
9751/3	Related	ORT	Obsolete related term	Nonlipid reticuloendotheliosis	CL497931		
9751/3	Related	RT	Related term	Eosinophilic granuloma	C0014461	C3016	Eosinophilic Granuloma
9751/3	Synonym	IS	Inactive (obsolete) synonym	Langerhans cell granulomatosis, unifocal	C0014461	C3016	Eosinophilic Granuloma
9751/3	Synonym	IS	Inactive (obsolete) synonym	Langerhans cell granulomatosis	C0019621	C3107	Langerhans Cell Histiocytosis
9755/3	4	PT	Preferred term	Histiocytic sarcoma	C0334663	C27349	Histiocytic Sarcoma
9755/3	Related	RT	Related term	True histiocytic lymphoma	C0334663	C27349	Histiocytic Sarcoma
9756/3	4	PT	Preferred term	Langerhans cell sarcoma	C1260327	C6921	Langerhans Cell Sarcoma
9757/3	4	PT	Preferred term	Interdigitating dendritic cell sarcoma	C1260326	C9282	Interdigitating Dendritic Cell Sarcoma
9757/3	Related	RT	Related term	Dendritic cell sarcoma, NOS	C1260326	C9282	Interdigitating Dendritic Cell Sarcoma
9757/3	Related	RT	Related term	Indeterminate dendritic cell tumor	C2825741	C81767	Indeterminate Dendritic Cell Tumor
9757/3	Synonym	SY	Synonym	Interdigitating cell sarcoma	C1260326	C9282	Interdigitating Dendritic Cell Sarcoma
9758/3	4	PT	Preferred term	Follicular dendritic cell sarcoma	C1260325	C9281	Follicular Dendritic Cell Sarcoma
9758/3	Related	RT	Related term	Follicular dendritic cell tumor	C1260325	C9281	Follicular Dendritic Cell Sarcoma
9759/3	4	PT	Preferred term	Fibroblastic reticular cell tumor	C2825739	C81758	Fibroblastic Reticular Cell Tumor
976	2	HT	Hierarchical term	Immunoproliferative diseases	C0021070		
9760/3	4	PT	Preferred term	Immunoproliferative disease, NOS	C0021070		
9761/3	4	PT	Preferred term	Waldenstrom macroglobulinemia	C0024419	C80307	Waldenstrom Macroglobulinemia
9762/3	4	PT	Preferred term	Heavy chain disease, NOS	C0018852	C3082	Heavy Chain Disease
9762/3	Related	RT	Related term	Alpha heavy chain disease	C0021071	C3132	Alpha Heavy Chain Disease
9762/3	Related	RT	Related term	Gamma heavy chain disease	C0018854	C3083	Gamma Heavy Chain Disease
9762/3	Related	RT	Related term	Mu heavy chain disease	C0242310	C3892	Mu Heavy Chain Disease
9762/3	Synonym	SY	Synonym	Franklin disease	C0018854	C3083	Gamma Heavy Chain Disease
9764/3	4	PT	Preferred term	Immunoproliferative small intestinal disease	C0021071	C3132	Alpha Heavy Chain Disease
9764/3	Synonym	SY	Synonym	Mediterranean lymphoma	C0021071	C3132	Alpha Heavy Chain Disease
9765/1	4	PT	Preferred term	Monoclonal gammopathy of undetermined significance	C0026470	C3996	Monoclonal Gammopathy of Undetermined Significance
9765/1	Synonym	SY	Synonym	MGUS	C0026470	C3996	Monoclonal Gammopathy of Undetermined Significance
9765/1	Synonym	SY	Synonym	Monoclonal gammopathy, NOS	C0026470	C3996	Monoclonal Gammopathy of Undetermined Significance
9766/1	4	PT	Preferred term	Angiocentric immunoproliferative lesion	CL331771	C40970	Angiocentric Immunoproliferative Lesion
9766/1	Related	RT	Related term	Lymphomatoid granulomatosis	C0024307	C7930	Lymphomatoid Granulomatosis
9767/1	4	PT	Preferred term	Angioimmunoblastic lymphadenopathy (AIC)	C0020981	C7528	Angioimmunoblastic T-Cell Lymphoma
9767/1	Synonym	IS	Inactive (obsolete) synonym	Immunoblastic lymphadenopathy (IBL)	C0020981	C7528	Angioimmunoblastic T-Cell Lymphoma
9768/1	4	PT	Preferred term	T-gamma lymphoproliferative disease	C1955861	C4664	T-Cell Large Granular Lymphocyte Leukemia
9769/1	4	PT	Preferred term	Immunoglobulin deposition disease	C2939462		
9769/1	Synonym	SY	Synonym	Primary amyloidosis	C0268381	C3819	Primary Amyloidosis
9769/1	Synonym	SY	Synonym	Systemic light chain disease	C0238239	C7727	Light Chain Deposition Disease
980-994	2	HT	Hierarchical term	Leukemias	C0023418	C3161	Leukemia
980	3	HT	Hierarchical term	Leukemias, NOS	C0023418	C3161	Leukemia
9800/3	4	PT	Preferred term	Leukemia, NOS	C0023418	C3161	Leukemia
9800/3	Related	ORT	Obsolete related term	Aleukemic leukemia, NOS	C0877858	C4982	Aleukemic Leukemia
9800/3	Related	ORT	Obsolete related term	Chronic leukemia, NOS	C1279296	C3483	Chronic Leukemia
9800/3	Related	ORT	Obsolete related term	Subacute leukemia, NOS	C0153924		
9801/3	4	PT	Preferred term	Acute leukemia, NOS	C0085669	C9300	Acute Leukemia
9801/3	Synonym	SY	Synonym	Blast cell leukemia	C0085669	C9300	Acute Leukemia
9801/3	Synonym	SY	Synonym	Stem cell leukemia	C0085669	C9300	Acute Leukemia
9801/3	Synonym	SY	Synonym	Undifferentiated leukemia	C0085669	C9300	Acute Leukemia
9805/3	4	PT	Preferred term	Acute biphenotypic leukemia	C0023464	C4673	Acute Biphenotypic Leukemia
9805/3	Related	RT	Related term	Acute bilineal leukemia	C0349680	C6923	Acute Bilineal Leukemia
9805/3	Related	RT	Related term	Acute mixed lineage leukemia	C0349680	C6923	Acute Bilineal Leukemia
9806/3	4	PT	Preferred term	Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1	C2826037	C82192	Mixed Phenotype Acute Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1
9807/3	4	PT	Preferred term	Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged	C2826048	C82203	Mixed Phenotype Acute Leukemia with t(v;11q23.3); KMT2A Rearranged
9808/3	4	PT	Preferred term	Mixed phenotype acute leukemia, B/myeloid, NOS	C3472616	C82212	Mixed Phenotype Acute Leukemia, B/Myeloid, Not Otherwise Specified
9809/3	4	PT	Preferred term	Mixed phenotype acute leukemia, T/myeloid, NOS	C2826055	C82213	Mixed Phenotype Acute Leukemia, T/Myeloid, Not Otherwise Specified
981-983	3	HT	Hierarchical term	Lymphoid leukemias	C0023448	C7539	Lymphoid Leukemia
9811/3	4	PT	Preferred term	B lymphoblastic leukemia/lymphoma, NOS	C2698310	C80326	B Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified
9812/3	4	PT	Preferred term	B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1	C2698317	C80331	B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1
9813/3	4	PT	Preferred term	B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged	C2698309	C80332	B Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3); KMT2A Rearranged
9814/3	4	PT	Preferred term	B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)	C2698314	C80334	B Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1
9815/3	4	PT	Preferred term	B lymphoblastic leukemia/lymphoma with hyperdiploidy	C2698311	C80335	B Lymphoblastic Leukemia/Lymphoma with Hyperdiploidy
9816/3	4	PT	Preferred term	B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL)	C3472625		
9817/3	4	PT	Preferred term	B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH	C2698316	C80340	B Lymphoblastic Leukemia/Lymphoma with t(5;14)(q31.1;q32.3); IL3-IGH
9818/3	4	PT	Preferred term	B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)	C2698315	C80341	B Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)
9820/3	4	PT	Preferred term	Lymphoid leukemia, NOS	C0023448	C7539	Lymphoid Leukemia
9820/3	Related	ORT	Obsolete related term	Aleukemic lymphoid leukemia	C0334667	C4343	Aleukemic Lymphoid Leukemia
9820/3	Related	ORT	Obsolete related term	Lymphatic leukemia, NOS	C0023448	C7539	Lymphoid Leukemia
9820/3	Related	ORT	Obsolete related term	Lymphocytic leukemia, NOS	C0023448	C7539	Lymphoid Leukemia
9820/3	Related	ORT	Obsolete related term	Lymphosarcoma cell leukemia	C0023448	C7539	Lymphoid Leukemia
9820/3	Related	ORT	Obsolete related term	Subacute lymphoid leukemia	C0152271		
9820/3	Synonym	IS	Inactive (obsolete) synonym	Aleukemic lymphatic leukemia	C0334667	C4343	Aleukemic Lymphoid Leukemia
9820/3	Synonym	IS	Inactive (obsolete) synonym	Aleukemic lymphocytic leukemia	C3282876	C7176	Aleukemic Chronic Lymphocytic Leukemia
9820/3	Synonym	IS	Inactive (obsolete) synonym	Subacute lymphatic leukemia	C2242778		
9820/3	Synonym	IS	Inactive (obsolete) synonym	Subacute lymphocytic leukemia	C2242778		
9823/3	4	PT	Preferred term	B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma	C0023434	C3163	Chronic Lymphocytic Leukemia
9823/3	Synonym	SY	Synonym	Chronic lymphatic leukemia	C0023434	C3163	Chronic Lymphocytic Leukemia
9823/3	Synonym	SY	Synonym	Chronic lymphocytic leukemia, B-cell type	C0023434	C3163	Chronic Lymphocytic Leukemia
9823/3	Synonym	SY	Synonym	Chronic lymphocytic leukemia	C0023434	C3163	Chronic Lymphocytic Leukemia
9823/3	Synonym	SY	Synonym	Chronic lymphoid leukemia	C0023434	C3163	Chronic Lymphocytic Leukemia
9826/3	4	PT	Preferred term	Burkitt cell leukemia	C0023435	C7400	Burkitt Leukemia
9826/3	Synonym	IS	Inactive (obsolete) synonym	Acute leukemia, Burkitt type	C0023435	C7400	Burkitt Leukemia
9826/3	Synonym	IS	Inactive (obsolete) synonym	B-ALL	C1292769	C8644	B Acute Lymphoblastic Leukemia
9826/3	Synonym	IS	Inactive (obsolete) synonym	FAB L3	C0023435	C7400	Burkitt Leukemia
9826/3	Synonym	SY	Synonym	Acute lymphoblastic leukemia, mature B-cell type	C0023435	C7400	Burkitt Leukemia
9827/3	4	PT	Preferred term	Adult T-cell leukemia/lymphoma (HTLV-1 positive)	C0023493	C3184	Adult T-Cell Leukemia/Lymphoma
9827/3	Synonym	SY	Synonym	Adult T-cell leukemia	C0023493	C3184	Adult T-Cell Leukemia/Lymphoma
9827/3	Synonym	SY	Synonym	Adult T-cell lymphoma/leukemia	C0023493	C3184	Adult T-Cell Leukemia/Lymphoma
9827/3	Synonym	SY	Synonym	Adult T-cell lymphoma	C0023493	C3184	Adult T-Cell Leukemia/Lymphoma
9831/3	4	PT	Preferred term	T-cell large granular lymphocytic leukemia	C1955861	C4664	T-Cell Large Granular Lymphocyte Leukemia
9831/3	Related	RT	Related term	Chronic lymphoproliferative disorder of NK cells	C1512709	C39591	Chronic Lymphoproliferative Disorder of NK-Cells
9831/3	Synonym	SY	Synonym	Large granular lymphocytosis, NOS	C1955860		
9831/3	Synonym	SY	Synonym	NK-cell large granular lymphocytic leukemia	C1955860		
9831/3	Synonym	SY	Synonym	T-cell large granular lymphocytosis	C1955861	C4664	T-Cell Large Granular Lymphocyte Leukemia
9832/3	4	PT	Preferred term	Prolymphocytic leukemia, NOS	C0023486	C3181	Prolymphocytic Leukemia
9833/3	4	PT	Preferred term	Prolymphocytic leukemia, B-cell type	C0475801	C4753	B-Cell Prolymphocytic Leukemia
9834/3	4	PT	Preferred term	Prolymphocytic leukemia, T-cell type	C2363142	C4752	T-Cell Prolymphocytic Leukemia
9835/3	4	PT	Preferred term	Precursor cell lymphoblastic leukemia, NOS	C0023449	C3167	Acute Lymphoblastic Leukemia
9835/3	Synonym	IS	Inactive (obsolete) synonym	FAB L1	CL033103	C27290	L1 Acute Lymphoblastic Leukemia
9835/3	Synonym	SY	Synonym	Acute lymphatic leukemia	C0023449	C3167	Acute Lymphoblastic Leukemia
9835/3	Synonym	SY	Synonym	Acute lymphoblastic leukemia, L2 type, NOS	CL031627	C27281	L2 Acute Lymphoblastic Leukemia
9835/3	Synonym	SY	Synonym	Acute lymphoblastic leukemia, NOS	C0023449	C3167	Acute Lymphoblastic Leukemia
9835/3	Synonym	SY	Synonym	Acute lymphoblastic leukemia, precursor-cell type	C0023449	C3167	Acute Lymphoblastic Leukemia
9835/3	Synonym	SY	Synonym	Acute lymphoblastic leukemia-lymphoma, NOS	C0023449	C3167	Acute Lymphoblastic Leukemia
9835/3	Synonym	SY	Synonym	Acute lymphocytic leukemia	C0023449	C3167	Acute Lymphoblastic Leukemia
9835/3	Synonym	SY	Synonym	Acute lymphoid leukemia	C0023449	C3167	Acute Lymphoblastic Leukemia
9835/3	Synonym	SY	Synonym	FAB L2	CL031627	C27281	L2 Acute Lymphoblastic Leukemia
9835/3	Synonym	SY	Synonym	Lymphoblastic leukemia, NOS	C0023449	C3167	Acute Lymphoblastic Leukemia
9835/3	Synonym	SY	Synonym	Precursor cell lymphoblastic leukemia, not phenotyped	C0023449	C3167	Acute Lymphoblastic Leukemia
9836/3	4	PT	Preferred term	Precursor B-cell lymphoblastic leukemia	C1292769	C8644	B Acute Lymphoblastic Leukemia
9836/3	Synonym	SY	Synonym	Common ALL	C0349637	C27797	Common Acute Lymphoblastic Leukemia
9836/3	Synonym	SY	Synonym	Common precursor B ALL	C0349637	C27797	Common Acute Lymphoblastic Leukemia
9836/3	Synonym	SY	Synonym	Pre-B ALL	CL054934	C27798	Pre-B Acute Lymphoblastic Leukemia
9836/3	Synonym	SY	Synonym	Pre-pre-B ALL	C1514294	C27799	Pre-Pre-B Acute Lymphoblastic Leukemia
9836/3	Synonym	SY	Synonym	Pro-B ALL	CL054934	C27798	Pre-B Acute Lymphoblastic Leukemia
9836/3	Synonym	SY	Synonym	c-ALL	C0349637	C27797	Common Acute Lymphoblastic Leukemia
9837/3	4	PT	Preferred term	Precursor T-cell lymphoblastic leukemia	C1961099	C3183	T Acute Lymphoblastic Leukemia
9837/3	Related	RT	Related term	T lymphoblastic leukemia/lymphoma	C1301359	C8694	T Lymphoblastic Leukemia/Lymphoma
9837/3	Synonym	SY	Synonym	Cortical T ALL	C1521897	C27820	Mature T-ALL
9837/3	Synonym	SY	Synonym	Mature T ALL	C1521897	C27820	Mature T-ALL
9837/3	Synonym	SY	Synonym	Pre-T ALL	CL301529	C27261	Pre T-ALL
9837/3	Synonym	SY	Synonym	Pro-T ALL	CL301529	C27261	Pre T-ALL
984-993	3	HT	Hierarchical term	Myeloid leukemias	C0023470	C3172	Myeloid Leukemia
9840/3	4	PT	Preferred term	Acute myeloid leukemia, M6 type	C0023440	C8923	Acute Erythroid Leukemia
9840/3	Synonym	IS	Inactive (obsolete) synonym	Acute erythremia	C0023440	C8923	Acute Erythroid Leukemia
9840/3	Synonym	IS	Inactive (obsolete) synonym	Acute erythremic myelosis	CL028054	C7467	Pure Erythroid Leukemia
9840/3	Synonym	IS	Inactive (obsolete) synonym	Di Guglielmo disease	CL028054	C7467	Pure Erythroid Leukemia
9840/3	Synonym	SY	Synonym	AML M6	C0023440	C8923	Acute Erythroid Leukemia
9840/3	Synonym	SY	Synonym	Acute erythroid leukemia	C0023440	C8923	Acute Erythroid Leukemia
9840/3	Synonym	SY	Synonym	Erythremic myelosis, NOS	CL028054	C7467	Pure Erythroid Leukemia
9840/3	Synonym	SY	Synonym	Erythroleukemia	C0023440	C8923	Acute Erythroid Leukemia
9840/3	Synonym	SY	Synonym	FAB M6	C0023440	C8923	Acute Erythroid Leukemia
9840/3	Synonym	SY	Synonym	M6A	C2930975		
9840/3	Synonym	SY	Synonym	M6B	CL028054	C7467	Pure Erythroid Leukemia
9860/3	4	PT	Preferred term	Myeloid leukemia, NOS	C0023470	C3172	Myeloid Leukemia
9860/3	Related	ORT	Obsolete related term	Aleukemic monocytic leukemia	C0334672		
9860/3	Related	ORT	Obsolete related term	Aleukemic myeloid leukemia	C0221291		
9860/3	Related	ORT	Obsolete related term	Chronic monocytic leukemia	C0023466	C34774	Chronic Monocytic Leukemia
9860/3	Related	ORT	Obsolete related term	Subacute monocytic leukemia	C0152275		
9860/3	Related	ORT	Obsolete related term	Subacute myeloid leukemia	C0349640	C3519	Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative
9860/3	Related	RT	Related term	Eosinophilic leukemia	C0346421	C4563	Chronic Eosinophilic Leukemia, Not Otherwise Specified
9860/3	Related	RT	Related term	Monocytic leukemia, NOS	C0023465	C4861	Acute Monocytic Leukemia
9860/3	Synonym	IS	Inactive (obsolete) synonym	Aleukemic granulocytic leukemia	C0221291		
9860/3	Synonym	IS	Inactive (obsolete) synonym	Aleukemic myelogenous leukemia	C0221291		
9860/3	Synonym	IS	Inactive (obsolete) synonym	Subacute granulocytic leukemia	C0349640	C3519	Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative
9860/3	Synonym	IS	Inactive (obsolete) synonym	Subacute myelogenous leukemia	C0349640	C3519	Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative
9860/3	Synonym	SY	Synonym	Granulocytic leukemia, NOS	C0023470	C3172	Myeloid Leukemia
9860/3	Synonym	SY	Synonym	Myelocytic leukemia, NOS	C0023470	C3172	Myeloid Leukemia
9860/3	Synonym	SY	Synonym	Myelogenous leukemia, NOS	C0023470	C3172	Myeloid Leukemia
9860/3	Synonym	SY	Synonym	Myelomonocytic leukemia, NOS	C0027019		
9860/3	Synonym	SY	Synonym	Non-lymphocytic leukemia, NOS	C0023470	C3172	Myeloid Leukemia
9861/3	4	PT	Preferred term	Acute myeloid leukemia, NOS	C0023467	C3171	Acute Myeloid Leukemia
9861/3	Related	RT	Related term	Acute myeloid leukemia with mutated CEBPA	C2826178	C82433	Acute Myeloid Leukemia with Mutated CEBPA
9861/3	Related	RT	Related term	Acute myeloid leukemia with mutated NPM1	C2826177	C82431	Acute Myeloid Leukemia with Mutated NPM1
9861/3	Synonym	SY	Synonym	Acute granulocytic leukemia	C0023467	C3171	Acute Myeloid Leukemia
9861/3	Synonym	SY	Synonym	Acute myelocytic leukemia	C0023467	C3171	Acute Myeloid Leukemia
9861/3	Synonym	SY	Synonym	Acute myelogenous leukemia	C0023467	C3171	Acute Myeloid Leukemia
9861/3	Synonym	SY	Synonym	Acute non-lymphocytic leukemia	C0023467	C3171	Acute Myeloid Leukemia
9863/3	4	PT	Preferred term	Chronic myeloid leukemia, NOS	C0023473	C3174	Chronic Myelogenous Leukemia, BCR-ABL1 Positive
9863/3	Synonym	SY	Synonym	Chronic granulocytic leukemia, NOS	C0023473	C3174	Chronic Myelogenous Leukemia, BCR-ABL1 Positive
9863/3	Synonym	SY	Synonym	Chronic myelocytic leukemia, NOS	C0023473	C3174	Chronic Myelogenous Leukemia, BCR-ABL1 Positive
9863/3	Synonym	SY	Synonym	Chronic myelogenous leukemia, NOS	C0023473	C3174	Chronic Myelogenous Leukemia, BCR-ABL1 Positive
9865/3	4	PT	Preferred term	Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214	C2826169	C82423	Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214
9866/3	4	PT	Preferred term	Acute promyelocytic leukemia, t(15;17)(q22;q11-12)	C1332160		
9866/3	Synonym	SY	Synonym	Acute myeloid leukemia, PML/RAR-alpha	C0023487	C3182	Acute Promyelocytic Leukemia with PML-RARA
9866/3	Synonym	SY	Synonym	Acute myeloid leukemia, t(15;17)(q22;q11-12)	C1332160		
9866/3	Synonym	SY	Synonym	Acute promyelocytic leukemia, NOS	C0023487	C3182	Acute Promyelocytic Leukemia with PML-RARA
9866/3	Synonym	SY	Synonym	Acute promyelocytic leukemia, PML/RAR-alpha	C0023487	C3182	Acute Promyelocytic Leukemia with PML-RARA
9866/3	Synonym	SY	Synonym	FAB M3	C0023487	C3182	Acute Promyelocytic Leukemia with PML-RARA
9867/3	4	PT	Preferred term	Acute myelomonocytic leukemia	C0023479	C7463	Acute Myelomonocytic Leukemia
9867/3	Synonym	SY	Synonym	FAB M4	C0023479	C7463	Acute Myelomonocytic Leukemia
9869/3	4	PT	Preferred term	Acute myeloid leukemia with inv(3)(q21;q26.2) or t(13.3)(q21;q26.2); RPN1-EVI1	CL497892		
9870/3	4	PT	Preferred term	Acute basophilic leukemia	C0023437	C3164	Acute Basophilic Leukemia
9871/3	4	PT	Preferred term	Acute myeloid leukemia with abnormal marrow eosinophils	C0522630	C9287	Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11
9871/3	Synonym	SY	Synonym	Acute myeloid leukemia, CBF-beta/MYH11	C0522630	C9287	Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11
9871/3	Synonym	SY	Synonym	Acute myeloid leukemia, inv(16)(p13;q22)	C1332154		
9871/3	Synonym	SY	Synonym	Acute myeloid leukemia, t(16;16)(p13;q11)	CL033111		
9871/3	Synonym	SY	Synonym	Acute myelomonocytic leukemia with abnormal eosinophils	C1332156	C9020	Acute Myelomonocytic Leukemia with Abnormal Eosinophils
9871/3	Synonym	SY	Synonym	FAB M4Eo	C1332156	C9020	Acute Myelomonocytic Leukemia with Abnormal Eosinophils
9872/3	4	PT	Preferred term	Acute myeloid leukemia, minimal differentiation	C0522631	C8460	Acute Myeloid Leukemia with Minimal Differentiation
